"last_name, first_name",player_id,year,player_age,p_game,p_formatted_ip,pa,k_percent,bb_percent,xba,xslg,woba,xwoba,solidcontact_percent,poorlyweak_percent,hard_hit_percent,whiff_percent,swing_percent,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,pitch_hand,n,n_ff_formatted,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,ff_avg_break,ff_range_speed,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,sl_avg_break,sl_range_speed,n_ch_formatted,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,ch_avg_break,ch_range_speed,n_cu_formatted,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,cu_avg_break,cu_range_speed,n_si_formatted,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,si_avg_break,si_range_speed,n_fc_formatted,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,fc_avg_break,fc_range_speed,n_fs_formatted,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z,fs_avg_break,fs_range_speed,n_kn_formatted,kn_avg_speed,kn_avg_spin,kn_avg_break_x,kn_avg_break_z,kn_avg_break,kn_range_speed,n_st_formatted,st_avg_speed,st_avg_spin,st_avg_break_x,st_avg_break_z,st_avg_break,st_range_speed,n_sv_formatted,sv_avg_speed,sv_avg_spin,sv_avg_break_x,sv_avg_break_z,sv_avg_break,sv_range_speed,n_fo_formatted,fo_avg_speed,fo_avg_spin,fo_avg_break_x,fo_avg_break_z,fo_avg_break,fo_range_speed,n_sc_formatted,sc_avg_speed,sc_avg_spin,sc_avg_break_x,sc_avg_break_z,sc_avg_break,sc_range_speed
"Darvish, Yu",506433,2023,36,24,136.1,573,24.6,7.3,0.242,0.375,0.321,0.302,5,4.2,38.2,25,46.4,42.7,21.5,27.2,8.6,R,2217,16.7,94.7,2405,-6.6,-13.4,18.7,1.3,17.7,85.7,2827,5.6,-38.8,6.6,1.8,0.1,82.3,1198,-11.1,-31.5,15,1.6,11.7,76.3,2716,10.8,-61.8,17.6,4.1,18.6,94.3,2271,-14.6,-20.8,18,1.3,8.9,90.9,2602,2.1,-23.6,10,1.3,7.7,89.2,1443,-6.9,-29.9,9,1.6,,,,,,,,18.6,82.4,2792,17.2,-40.4,17.5,2,,,,,,,,,,,,,,,,,,,,,
"Rogers, Taylor",573124,2023,32,60,51.2,216,29.6,11.6,0.211,0.358,0.292,0.293,3.2,7.3,45.2,26.7,41.7,43.5,25.8,18.5,12.1,L,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5,93.6,2118,16.2,-24.6,17.6,0.9,2,88.5,2186,-2.1,-29.6,6.1,1.5,,,,,,,,,,,,,,,56.5,79.4,2730,-14.8,-42.8,15.1,1.3,,,,,,,,,,,,,,,,,,,,,
"Ramírez, Erasmo",541640,2023,33,38,60.1,274,15.7,4.7,0.292,0.493,0.372,0.351,7,4.2,43.5,20,51.5,43.9,27.1,26.2,2.8,R,962,4.9,91.7,2198,-7.1,-18.7,15.9,1.4,5.7,81.4,2384,3.5,-36.8,6.3,1.6,7.8,84.3,1676,-13.9,-31.5,15.6,1.5,7.7,79.9,2505,6.3,-46.8,7.7,1.3,29.3,91.5,2168,-16,-25.4,17.7,1.3,43.3,88.7,2356,1.6,-24.4,10.7,1.2,,,,,,,,,,,,,,,1.2,80,2394,8.7,-39.2,9.7,1.5,,,,,,,,,,,,,,,,,,,,,
"Houser, Adrian",605288,2023,30,23,111.1,481,20,7.1,0.262,0.41,0.318,0.316,6,3.7,46.3,18.4,45.2,47.1,27.1,20.6,5.1,R,1856,23.8,93.4,2193,-9.2,-15.9,18.1,1.3,16.6,82.3,2196,5.9,-38.1,7.2,1.9,4,84.3,1462,-14.3,-34.1,15.6,1.7,8.5,79.4,1974,7.7,-55.4,14.2,1.6,47.1,92.1,2060,-16.8,-25.3,18.3,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Márquez, Germán",608566,2023,28,4,20,80,21.3,3.8,0.274,0.504,0.336,0.336,8.6,1.7,60.3,22.7,49.7,51.7,19,25.9,3.4,R,302,34.1,95.7,2163,-9.3,-14.6,18.1,1.5,24.8,88.5,2398,-0.2,-28.8,6.5,1.4,1.3,85.8,1731,-11.4,-27.5,14.9,1.5,17.5,86.4,2530,0.6,-38.6,3.3,2.1,22.2,94.8,2096,-15.4,-19.4,19.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Edwards Jr., Carl",605218,2023,31,32,31.2,142,16.9,12,0.264,0.355,0.309,0.316,2,5,29,21.6,47.4,45,23,28,4,R,565,63.4,93.6,2563,2.8,-15.7,15.8,1.3,,,,,,,,23.5,89.9,1743,-12.8,-24.8,16,1.3,12.4,79.5,2208,7.5,-55.5,14.4,1.4,0.7,95.1,2656,-2.3,-12,18.5,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Waldichuk, Ken",686610,2023,25,35,141,639,20.7,11.1,0.242,0.42,0.361,0.331,7.3,4.5,38.5,25.1,47.5,41.1,28.6,22.5,7.7,L,2553,54.3,93.3,2300,10.2,-16.3,18.4,1.7,,,,,,,,16.6,84.2,1619,15.9,-33.1,16.9,1.4,2,74.5,2005,-14.1,-59.2,17.1,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1,81.1,2089,-12.9,-41.1,13.5,1.7,,,,,,,,,,,,,,,,,,,,,
"Barlow, Scott",605130,2023,30,63,68,299,26.4,11.4,0.236,0.34,0.299,0.3,7.2,7.2,29.8,30.8,43.9,44.2,18.8,29.3,7.7,R,1197,21.1,93,2371,-4.4,-19.5,13,1.3,37.1,83,2552,10.8,-39.1,11.6,1.3,,,,,,,,33.6,78.6,2597,15.7,-54.2,18.5,1.2,8.2,93.2,2254,-14,-23,16.7,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anderson, Chase",502624,2023,35,19,86.1,372,17.2,8.9,0.258,0.442,0.355,0.34,4.5,5.2,31.7,21.6,46.2,36.2,34.7,23.9,5.2,R,1447,31.2,93.3,2201,-6.9,-17.7,15.4,1.3,0.3,83.8,2418,7.3,-31.7,10.2,1.4,22.9,83.9,2297,-15.5,-27.5,19.3,1.3,4.1,77.6,2159,7.2,-60.6,16.7,1.5,7.3,92.6,2165,-12.9,-18.7,18.4,1.3,26.3,89.2,2410,4.2,-27.1,8.2,1.5,,,,,,,,,,,,,,,7.8,80.5,2400,13.6,-43.5,14,1.5,,,,,,,,,,,,,,,,,,,,,
"Diekman, Jake",518617,2023,36,63,56.2,243,26.3,15.6,0.199,0.283,0.271,0.285,2.9,7.9,27.1,26.2,41.1,46.4,25.7,20,7.9,L,996,58.1,95.4,2231,17.4,-19.4,20.6,1.3,,,,,,,,14.7,87.9,1622,16.2,-30.9,17,1.4,,,,,,,,5.7,95.1,2123,17.4,-24,18.6,1.5,3.6,88.7,2412,1.8,-29.6,6.1,1.5,,,,,,,,,,,,,,,17.9,83.7,2852,-12.4,-36.1,13.2,1.6,,,,,,,,,,,,,,,,,,,,,
"Swanson, Erik",657024,2023,29,69,66.2,262,28.6,8,0.199,0.356,0.28,0.271,10.8,3,40.4,32.6,50.4,40.4,36.7,16.3,6.6,R,1059,34.7,93.7,2266,-10.4,-13.7,20.5,1.4,17.8,86.6,2195,5.1,-26.7,12.2,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,85.1,1215,-12.3,-32.4,13.9,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flaherty, Jack",656427,2023,27,29,144.1,650,22.8,10.2,0.27,0.421,0.356,0.343,6.6,5.4,38.3,26.6,44,43,24.3,27.9,4.7,R,2633,41.7,93.1,2306,-2.3,-17.9,13.8,1.8,24.6,84.2,2464,7.2,-37.4,7.7,2,3.3,85.3,1624,-11.9,-31.7,13.5,1.7,19.4,76.2,2494,14.2,-56.7,17.1,2.5,2,90.1,2041,-10.3,-25.3,13.6,1.9,9.1,88.7,2291,4.8,-28.5,8.2,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pérez, Eury",691587,2023,20,19,91.1,374,28.9,8.3,0.208,0.395,0.303,0.294,9,3.4,40.3,33.7,49.9,27.5,37.8,23.2,11.6,R,1534,45.4,97.5,2635,-9,-10.8,20.3,1.2,30.8,86.4,2382,-0.2,-30.6,6.4,2,9.8,89.7,1766,-14.1,-23.6,17.7,1.6,14,81.2,2421,3.9,-40.8,4.6,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stroman, Marcus",573186,2023,32,27,136.2,575,20.7,9,0.265,0.387,0.285,0.318,6,1.7,41.4,22.3,45.1,57.4,16.2,24.2,2.2,R,2203,8.2,92,2412,-6.7,-17,16.8,1.1,5.1,86.1,2784,4.6,-41.1,6.9,1.5,,,,,,,,,,,,,,,46.4,91.4,2286,-10.9,-29.7,11.5,0.9,9.6,89.7,2604,1.4,-29.6,5.2,1.3,7.7,86.6,1773,-13.9,-34.7,14.3,1.5,,,,,,,,,,,,,,,23,84.6,2764,13.3,-37.7,13.8,1.4,,,,,,,,,,,,,,
"Contreras, Roansy",672710,2023,23,19,68.1,302,18.2,10.6,0.279,0.453,0.357,0.355,6.5,3.3,44.9,26.5,47,39.3,29.4,24.8,6.5,R,1141,40.2,94.3,2353,-5.1,-14.2,17.4,1.1,43.5,83.6,2551,5.8,-39.4,6.6,1.4,3.9,89.4,2040,-15.7,-24,18.8,1.6,11.7,76.8,2628,10.1,-60.2,16.9,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,82.3,2583,10.4,-42.8,10.8,1.4,,,,,,,,,,,,,,,,,,,,,
"Cosgrove, Tom",676680,2023,27,54,51.1,205,21.5,9.3,0.186,0.269,0.238,0.254,0,9.5,25.5,24.9,46.1,41.6,32.1,15.3,10.9,L,837,24.4,92,2340,9.2,-21,14.7,1.3,,,,,,,,0.4,85,1579,14.2,-39.9,14.5,1.4,,,,,,,,23.1,91,2158,13.9,-31.1,14.3,1.2,,,,,,,,,,,,,,,,,,,,,,52.2,76.2,2672,-19.4,-42.9,20.2,1.5,,,,,,,,,,,,,,,,,,,,,
"Springs, Jeffrey",605488,2023,30,3,16,55,43.6,7.3,0.153,0.223,0.138,0.199,0,0,30.8,37,43.6,50,15.4,15.4,19.2,L,211,40.8,91.7,2237,9.2,-14.5,20.6,1.3,12.8,85.1,2262,-5.6,-34.5,6.8,1.5,34.1,80.3,1424,13.4,-36.9,14.7,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,79.2,2341,-13.8,-40.1,15.3,1.6,,,,,,,,,,,,,,,,,,,,,
"Santana, Dennis",642701,2023,27,9,10.2,50,24,14,0.261,0.474,0.355,0.366,0,6.7,36.7,28.7,45.7,26.7,40,30,3.3,R,221,19.5,95.2,2476,-13.4,-14.1,21.2,1.5,24.4,83.5,2611,4.6,-38.5,5.6,1.5,14,88,1957,-17.2,-26.6,19.6,1.8,,,,,,,,31.2,94.8,2395,-18.3,-20.1,21.3,1.5,10.9,88.3,2469,3.5,-31.6,5.2,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martinez, Justin",679885,2023,21,10,10,57,24.6,19.3,0.241,0.386,0.42,0.36,13.3,10,33.3,33,39.8,46.7,33.3,16.7,3.3,R,236,59.7,100.6,2239,-11.2,-12.7,18.5,1.4,19.1,89.6,2267,-1,-27.2,7.8,1.8,,,,,,,,,,,,,,,0.4,100.7,2378,-15.8,-13.9,20.8,,,,,,,,,20.8,88.5,820,-8.8,-33.5,9.3,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rodríguez, Joely",570257,2023,31,11,11,51,27.5,11.8,0.283,0.461,0.372,0.362,3.2,6.5,45.2,27,41.4,45.2,22.6,29,3.2,L,215,4.7,91.2,2048,13.4,-21.7,17.6,1.3,7.9,83.3,2141,-2.4,-40.1,3.3,1.4,43.3,86.4,1077,10.9,-36.1,11.3,1.4,,,,,,,,44.2,91.2,1956,17.7,-26.7,18.9,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Murfee, Penn",682171,2023,29,16,14,58,27.6,17.2,0.202,0.275,0.213,0.279,0,6.5,25.8,32.1,48.9,48.4,12.9,29,9.7,R,223,34.5,87.8,2228,-3.2,-28.4,8,1.2,,,,,,,,,,,,,,,,,,,,,,2.7,88.2,2032,-11,-35,11.5,1.4,,,,,,,,,,,,,,,,,,,,,,62.8,78.9,2568,17,-44.1,17.2,1,,,,,,,,,,,,,,,,,,,,,
"Estrada, Jeremiah",669093,2023,24,12,10.2,56,23.2,21.4,0.331,0.751,0.426,0.49,16.1,0,71,24.6,48.1,22.6,38.7,35.5,3.2,R,237,84,95.7,2285,-3.4,-9.9,20.4,1.5,13.1,83.1,2437,8,-34.2,10.2,1.7,2.5,87,1882,-13.1,-23.4,18.5,1.5,0.4,75.9,2466,5.7,-65.9,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Felipe, Angel",665734,2023,25,14,15,64,29.7,20.3,0.151,0.178,0.241,0.265,3.2,9.7,25.8,37.6,34.3,54.8,19.4,16.1,9.7,R,271,27.3,95.4,2137,-4.9,-19.1,12.1,1.4,35.4,83.4,2263,3.1,-43.8,5.8,1.4,7.4,85.9,1899,-16.6,-32.3,17.4,1.6,,,,,,,,29.9,94.7,2091,-14.7,-23.5,16.4,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Green, Chad",643338,2023,32,12,12,52,30.8,7.7,0.224,0.325,0.305,0.263,6.3,3.1,43.8,36.7,55.9,34.4,28.1,31.3,6.3,R,195,56.4,95.5,2464,-6.4,-12.1,19.2,1,43.1,85.5,2430,4.4,-37.1,5.1,1.2,0.5,87.9,1552,-11.6,-22,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Newcomb, Sean",656794,2023,30,7,15,61,27.9,14.8,0.189,0.337,0.272,0.308,12.1,3,45.5,21.4,45,42.4,21.2,18.2,18.2,L,280,51.4,93.4,2291,7.3,-15.5,17.6,1.2,,,,,,,,2.9,84.6,1387,8.9,-34.4,10.4,1.4,15.7,79.2,2859,-12.5,-58.9,19.3,1.5,6.8,92.4,2200,14.9,-25.3,16.5,1.5,1.4,90,2404,-2.4,-25,9.1,1.5,,,,,,,,,,,,,,,,,,,,,,21.8,81.6,2750,-17.4,-49.2,19.1,1.2,,,,,,,,,,,,,,
"Mejía, J.C.",650496,2023,26,9,11.1,50,26,6,0.335,0.514,0.373,0.391,6.1,3,45.5,26.5,45.8,45.5,15.2,39.4,0,R,214,2.8,95.2,2246,-12.9,-20.6,16.1,1.5,43,85.3,2538,7.5,-35.3,8.3,1.3,,,,,,,,,,,,,,,54.2,95.8,2093,-16.8,-27.5,17,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Díaz, Miguel",622766,2023,28,12,14,54,29.6,9.3,0.206,0.291,0.209,0.258,6.1,9.1,36.4,27.3,47.6,39.4,30.3,21.2,9.1,R,208,21.2,95.1,2303,-8,-14.4,18,1.5,25,84.6,2399,7.1,-36.6,7.8,1.7,25,88.7,1833,-17.1,-32.9,17.4,1.5,,,,,,,,26.9,94.4,2167,-16.9,-22.2,19,1.4,,,,,,,,,,,,,,,,,,,,,,1.9,83.6,2544,12.3,-37.8,12.4,1.5,,,,,,,,,,,,,,,,,,,,,
"Daniel, Davis",669721,2023,26,3,12.1,52,17.3,17.3,0.193,0.309,0.288,0.3,0,5.9,23.5,20.2,47.7,47.1,32.4,11.8,8.8,R,218,53.2,93.4,2169,-5.3,-14.7,17.6,1.2,18.3,82,2276,13.3,-36.5,14.4,1.5,11,85.6,1729,-13.6,-28.5,16.3,1.3,17.4,75.5,2353,11,-62.6,17.9,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cronin, Declan",686539,2023,25,9,11,51,15.7,13.7,0.296,0.489,0.387,0.398,5.9,5.9,35.3,17.1,42.5,52.9,8.8,32.4,5.9,R,193,3.1,93.5,2536,-8.1,-23,11.4,1.4,48.2,86.5,2819,9.8,-38.1,10.4,1.6,,,,,,,,,,,,,,,43.5,93.5,2521,-11.1,-30.2,11.4,1.4,,,,,,,,,,,,,,,,,,,,,,5.2,83.8,1945,11,-38,11.3,1.5,,,,,,,,,,,,,,,,,,,,,
"Otto Jr., Glenn",657248,2023,27,6,10.2,51,21.6,11.8,0.255,0.621,0.456,0.402,8.8,5.9,44.1,33.3,50,44.1,32.4,17.6,5.9,R,192,34.9,93.7,2334,-2.8,-14.2,17.2,1.3,,,,,,,,,,,,,,,10.9,80.1,2421,5.4,-52.6,11.7,1.3,0.5,94.6,2093,-13.2,-23.2,15.3,,,,,,,,,,,,,,,,,,,,,,,53.6,82.2,2495,13.6,-39.1,13.9,1.2,,,,,,,,,,,,,,,,,,,,,
"Cruz, Steven",674444,2023,24,10,12.2,62,24.2,17.7,0.202,0.379,0.344,0.333,5.7,0,54.3,25.3,40.6,37.1,34.3,20,8.6,R,244,43.9,97.7,2175,-10.6,-14.6,17.8,1.5,27,89.4,2161,5.4,-28,8.5,1.5,,,,,,,,,,,,,,,21.7,97.3,2156,-15.9,-17.8,19.6,1.4,7.4,93.5,2167,1.4,-20.5,11.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stephens, Jackson",623451,2023,29,5,12,52,21.2,9.6,0.24,0.336,0.322,0.291,0,11.1,41.7,25.5,48.7,44.4,19.4,30.6,5.6,R,226,17.7,93.5,2063,-7,-17.7,15.3,1.2,15.9,89,2434,3.6,-29.6,6.1,1.4,7.5,84.9,1643,-13.2,-35.8,13.5,1.8,19.5,75,2933,15,-59.4,18.5,1.6,22.6,92.7,1910,-15.7,-24.1,17.6,1.4,16.8,90.7,2351,1.7,-22.8,10.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Weiss, Zack",592848,2023,31,12,14,58,25.9,10.3,0.241,0.433,0.305,0.33,5.6,0,44.4,27.2,45.6,33.3,33.3,27.8,5.6,R,226,29.2,94.1,2438,-4.5,-12.7,19,1,63.7,83.8,2539,13.5,-38.3,13.8,1.2,,,,,,,,,,,,,,,,,,,,,,7.1,88.3,2457,3.4,-32,4.8,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pop, Zach",647315,2023,26,15,13.2,56,25,10.7,0.253,0.503,0.334,0.359,11.1,0,44.4,26.9,46.7,38.9,27.8,30.6,2.8,R,199,,,,,,,,39.2,85.6,2446,4.9,-40.2,6,1.3,,,,,,,,,,,,,,,60.8,95.8,2183,-17.6,-26.8,18,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kittredge, Andrew",552640,2023,33,14,11.2,50,20,4,0.267,0.388,0.298,0.305,2.7,2.7,35.1,18.7,57.5,37.8,13.5,37.8,10.8,R,186,14.5,93.7,2579,-0.9,-15.8,15.6,1.3,37.6,88.5,2643,6.7,-33.1,7.4,1.4,,,,,,,,,,,,,,,47.8,94.6,2292,-16.4,-20.4,19.6,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hughes, Brandon",676714,2023,27,17,13.2,63,27,12.7,0.261,0.445,0.343,0.351,5.4,5.4,37.8,37.1,43.9,35.1,35.1,29.7,0,L,239,40.2,93.3,2307,11.1,-16.5,18.8,1,55.2,83.1,2377,-3.5,-36.1,5.7,1.3,,,,,,,,,,,,,,,4.6,93.2,2196,17.3,-21.5,20.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tepera, Ryan",572193,2023,35,12,10.2,57,19.3,7,0.263,0.447,0.442,0.347,8.1,2.7,45.9,25.3,43,45.9,37.8,13.5,2.7,R,229,31.4,91.6,2294,-5.9,-16,17.9,1.3,37.1,84.5,2351,5.1,-36.2,6,1.4,5.7,86.4,1472,-12.6,-27,16.5,1.5,,,,,,,,11.8,93,2244,-16.9,-19.5,21,1.4,,,,,,,,,,,,,,,,,,,,,,14,80.3,2454,14.8,-41.1,15,1.4,,,,,,,,,,,,,,,,,,,,,
"Stoudt, Levi",686651,2023,25,4,10.1,55,16.4,14.5,0.291,0.396,0.416,0.349,5.3,2.6,47.4,20.4,41.5,44.7,18.4,28.9,7.9,R,224,47.8,94.4,2120,-8.3,-14.1,18.8,1.6,35.3,84,2268,10.6,-29.5,14.6,1.8,7.6,82.4,1528,-13.1,-33.3,15.4,2,9.4,78,2141,7,-55.4,12.7,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crochet, Garrett",676979,2023,24,13,12.2,64,18.8,20.3,0.238,0.406,0.364,0.381,10.5,2.6,44.7,26.2,44.5,34.2,34.2,21.1,10.5,L,292,63.7,96.3,2365,6,-13.4,17.3,1.5,29.5,84.7,2227,-13.3,-38.4,13.8,1.5,6.8,90.8,2007,14.9,-23,18.3,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Norris, Daniel",596057,2023,30,7,12.2,63,17.5,19,0.255,0.531,0.343,0.411,2.6,2.6,41,24.5,42.6,41,33.3,15.4,10.3,L,258,41.5,88.8,2322,9.9,-18.9,18.9,2.4,14,81.9,2365,-4.5,-39.9,5,2.1,42.6,82.9,1426,7.2,-38.2,8.6,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,78,2596,-15.2,-47.4,15.4,1.4,,,,,,,,,,,,,,,,,,,,,
"Overton, Connor",656818,2023,29,3,11,55,16.4,12.7,0.29,0.531,0.506,0.385,2.6,2.6,35.9,26.6,47,43.6,28.2,20.5,7.7,R,200,27.5,91.1,2049,-12.1,-19.9,17.9,1.3,18,81.7,2366,1.2,-42.2,2.9,1.4,23.5,84.5,1802,-17.2,-33,18.4,1.3,,,,,,,,13.5,90.6,2040,-17.4,-26,19,1.3,12.5,88.7,2202,-2.8,-22.2,12.9,1.4,,,,,,,,,,,,,,,5,80.7,2491,13.5,-44.4,14.4,1.4,,,,,,,,,,,,,,,,,,,,,
"Allard, Kolby",663465,2023,25,4,12.1,56,23.2,7.1,0.292,0.481,0.361,0.354,7.7,2.6,43.6,25.8,48.7,30.8,30.8,33.3,5.1,L,199,45.2,90.5,2038,6.3,-16.8,17.8,1.2,,,,,,,,9,82.6,1565,12,-29.2,16.4,1.4,23.6,72.6,2027,-7,-67.1,16.6,1.3,,,,,,,,22.1,82.9,2020,-4.5,-36.2,5.7,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"White, Mitch",669952,2023,28,10,12.2,60,21.7,11.7,0.235,0.42,0.375,0.329,15,2.5,42.5,25.6,47.8,20,52.5,22.5,5,R,253,37.5,93.9,2215,-4.9,-14.9,17,1.3,41.5,88.4,2281,2.5,-31.6,4.9,1.5,1.6,86.6,1474,-13.5,-29.9,15,1.5,10.3,80.3,2338,4.8,-51.6,10.4,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,85.2,2394,11.3,-39.2,11.5,1.4,,,,,,,,,,,,,,,,,,,,,
"Boyle, Joe",671212,2023,23,3,16,60,25,8.3,0.171,0.273,0.212,0.233,7.5,2.5,42.5,24.3,46.3,30,40,17.5,12.5,R,240,58.3,97.8,2425,-4.8,-11,18.4,1.3,32.1,88,2579,3.3,-37.6,4.8,1.4,,,,,,,,9.6,81.5,2372,7.2,-56,16.2,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tarnok, Freddy",676206,2023,24,5,14.2,65,21.5,16.9,0.259,0.556,0.358,0.4,17.5,5,40,21.7,44.9,25,45,22.5,7.5,R,287,51.6,95.2,2459,-4.1,-11.6,19.2,1.4,25.8,86.3,2317,2.6,-35,3.9,1.7,12.2,85.8,1763,-12,-25.7,16.6,1.4,10.5,79.8,2396,3.2,-55.7,13.4,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ortega, Oliver",661383,2023,26,10,14.2,62,22.6,9.7,0.175,0.314,0.278,0.26,4.9,7.3,34.1,30.3,45.6,36.6,39,12.2,12.2,R,239,22.2,95.3,2321,-9,-17.4,15.5,1.1,35.1,84.3,2391,5.8,-33.1,8.6,1.2,,,,,,,,24.3,82.3,2435,5.5,-47.6,9.2,1.3,17.2,95.7,2277,-14.2,-20,17.4,1.1,,,,,,,,,,,,,,,,,,,,,,1.3,83.8,2310,15.5,-37,15.8,1.5,,,,,,,,,,,,,,,,,,,,,
"Legumina, Casey",668984,2023,26,11,12.2,61,18,14.8,0.243,0.392,0.425,0.333,4.9,9.8,34.1,22.8,43.7,51.2,26.8,19.5,2.4,R,231,64.1,94.3,2342,-11.3,-15.9,18.8,1.3,17.7,85,2665,5,-32.7,7.6,1.3,6.5,87.9,1761,-16.4,-35.1,16.5,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,80.4,2638,10.9,-39,11.7,1.4,,,,,,,,,,,,,,,,,,,,,
"Misiewicz, Anthony",664948,2023,28,11,11,55,14.5,10.9,0.341,0.563,0.434,0.421,4.9,0,48.8,21,43.8,29.3,31.7,31.7,7.3,L,240,26.3,93,2141,7.3,-15.9,17.5,1.2,6.3,82.9,2533,-3.7,-41.8,4.6,1.4,,,,,,,,24.2,78.8,2837,-5.6,-57.1,14.2,1.1,,,,,,,,43.3,88,2355,-3.8,-29.3,7.5,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snead, Kirby",669912,2023,28,15,11.2,56,16.1,10.7,0.315,0.511,0.321,0.383,4.9,2.4,29.3,24.1,45.1,46.3,26.8,24.4,2.4,L,193,13.5,92.9,2425,14.2,-19.7,18.7,1.1,38.9,81.7,2760,-8.9,-41.3,9.3,1.6,8.8,87.8,2168,17.4,-38.2,17.7,1.3,,,,,,,,38.9,92.8,2354,18.3,-26.1,19.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Familia, Jeurys",544727,2023,33,14,12.2,64,14.1,20.3,0.249,0.407,0.39,0.369,4.9,4.9,39,29.1,40.2,56.1,26.8,12.2,4.9,R,256,24.2,94.4,2258,-11,-18.4,16.6,1.2,29.7,86.3,2127,-0.1,-32.6,5.1,1.8,,,,,,,,,,,,,,,33.6,93.8,2193,-15.1,-28.1,15.5,1.3,,,,,,,,12.5,89,1520,-14.7,-34.3,14.8,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
