"last_name, first_name",player_id,year,player_age,p_game,p_formatted_ip,pa,k_percent,bb_percent,xba,xslg,woba,xwoba,solidcontact_percent,poorlyweak_percent,hard_hit_percent,whiff_percent,swing_percent,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,pitch_hand,n,n_ff_formatted,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,ff_avg_break,ff_range_speed,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,sl_avg_break,sl_range_speed,n_ch_formatted,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,ch_avg_break,ch_range_speed,n_cu_formatted,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,cu_avg_break,cu_range_speed,n_si_formatted,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,si_avg_break,si_range_speed,n_fc_formatted,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,fc_avg_break,fc_range_speed,n_fs_formatted,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z,fs_avg_break,fs_range_speed,n_kn_formatted,kn_avg_speed,kn_avg_spin,kn_avg_break_x,kn_avg_break_z,kn_avg_break,kn_range_speed,n_st_formatted,st_avg_speed,st_avg_spin,st_avg_break_x,st_avg_break_z,st_avg_break,st_range_speed,n_sv_formatted,sv_avg_speed,sv_avg_spin,sv_avg_break_x,sv_avg_break_z,sv_avg_break,sv_range_speed,n_fo_formatted,fo_avg_speed,fo_avg_spin,fo_avg_break_x,fo_avg_break_z,fo_avg_break,fo_range_speed,n_sc_formatted,sc_avg_speed,sc_avg_spin,sc_avg_break_x,sc_avg_break_z,sc_avg_break,sc_range_speed
"Dodd, Dylan",689266,2023,25,7,34.1,164,9.1,7.3,0.33,0.623,0.429,0.422,4.4,0.7,46.3,18.3,53.9,36,34.6,23.5,5.9,L,568,48.9,92.1,2193,9.6,-16.3,18.8,1.4,28.5,81.8,1993,-1.6,-36.5,6.1,2,17.8,82.9,1772,11.2,-29.6,15.6,1.6,,,,,,,,,,,,,,,4.8,85.3,2014,-0.4,-31,7,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moran, Jovani",663558,2023,26,43,42.1,184,26.1,14.7,0.211,0.328,0.307,0.297,4.6,5.5,27.5,37,42.1,43.1,28.4,22.9,5.5,L,750,45.6,93.3,2268,3.6,-14,18,1.4,7.2,81.8,2602,-8.7,-37.4,9.9,1.4,47.2,83.2,1692,13.7,-31.3,16.1,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stripling, Ross",548389,2023,33,22,89,381,18.4,4.2,0.291,0.507,0.348,0.358,5.8,3.4,41.3,23.5,48.2,44.4,23.5,28,4.1,R,1453,26,92.5,2164,-3.7,-14.6,17.8,1.5,29.2,87.2,2297,4.4,-29.7,7.7,1.5,24.8,83.7,1690,-8.7,-27.9,14.3,1.6,9.9,75.9,2361,6.1,-59.8,14,1.8,9.2,90.3,2021,-12.3,-20.8,17.7,1.8,,,,,,,,0.9,85.6,1656,-17.1,-28.2,19.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rodriguez, Eduardo",593958,2023,30,26,152.2,621,23,7.7,0.247,0.397,0.284,0.31,7.5,7.3,38.5,23.8,47.8,42.6,23.4,26.7,7.3,L,2372,45.4,92.2,2165,5.8,-17.5,15.9,1.5,7.2,84.5,2121,-2.2,-37.1,4.1,1.5,18.9,85.9,1879,16.2,-31.6,17.3,1.9,,,,,,,,9.3,92.4,2159,13.6,-21.2,17.5,1.4,19.3,88.8,2172,-1.4,-24.4,10.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gibson, Kyle",502043,2023,35,33,192,807,19.5,6.8,0.27,0.446,0.326,0.335,8.5,4.1,44.5,25.3,45.6,49.7,23.4,22.8,4.1,R,3038,13.4,92.1,2259,-5.5,-15.7,17.6,1.2,,,,,,,,17,85.5,1679,-14,-33.3,14.7,1.5,8.4,79.5,2447,6.4,-50.8,10,1.3,26.1,91.9,2116,-14.3,-24.2,16.6,1.3,16.6,89.8,2352,1.3,-23.2,10.9,1.4,,,,,,,,,,,,,,,18.4,81.6,2459,10.6,-40,11.1,1.3,,,,,,,,,,,,,,,,,,,,,
"deGrom, Jacob",594798,2023,35,6,30.1,115,39.1,3.5,0.167,0.295,0.223,0.212,4.5,3,33.3,42.1,51.7,37.9,30.3,21.2,10.6,R,451,52.1,98.7,2550,-8.7,-10.7,19.7,1.2,37,91.8,2644,4.8,-28.4,6.4,1.2,8.9,91.4,1671,-14.3,-28.9,15.3,1.2,2,84.8,2749,6.6,-41.5,7.7,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Falter, Bailey",663559,2023,26,18,80.2,347,17.3,5.8,0.28,0.467,0.354,0.339,4.5,3,39.3,18.3,50.6,40.4,23.2,26.6,9.7,L,1296,44.4,90.7,2029,1.5,-15.1,18.2,1.2,18.9,84.5,1934,-3,-31.4,7.9,1.4,4.6,84.6,1612,7.6,-22.6,17.8,1.3,22.5,76.5,1993,-6,-54,9.6,1.7,7.2,90.7,1833,7.7,-16.3,18.6,1.2,,,,,,,,2.4,85,1223,5.5,-24.7,14.5,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Headrick, Brent",687396,2023,25,14,25.2,117,25.6,8.5,0.242,0.486,0.383,0.353,9.6,1.4,42.5,24.8,48.2,19.2,42.5,26,12.3,L,494,56.3,91.7,2298,12.3,-16.3,20.5,1.5,38.1,80,1931,-1.8,-38.7,5.5,1.5,5.7,82,1391,12.3,-35.4,13.6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lamet, Dinelson",659275,2023,30,17,27.2,145,22.1,15.9,0.261,0.475,0.46,0.374,7.9,2.2,52.8,24,43.6,42.7,23.6,25.8,7.9,R,603,23.7,94.8,2472,-5.4,-17.9,13.6,1.3,45.9,85.9,2582,0.8,-34.4,4.1,1.2,2.7,90.4,1732,-11.4,-24.4,14.8,1.3,,,,,,,,27.7,95,2398,-12.3,-18.4,17.1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santos, Gregory",666619,2023,23,60,66.1,289,22.8,5.9,0.245,0.314,0.283,0.276,4.5,3,34.8,30,49.4,52.2,15.9,30.3,1.5,R,1047,2.1,97.4,2357,-4.8,-20.7,9.5,1.7,52.6,91.4,2524,5.7,-31,6.4,1.9,1.4,93.2,2121,-12.6,-28.8,13,1.5,,,,,,,,43.8,98.8,2386,-11.8,-21.2,14.1,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miller, Shelby",571946,2023,32,36,42,163,25.8,11.7,0.187,0.347,0.222,0.28,9,5,37,26,43,39,27,22,12,R,663,57.6,93.5,2302,-9.2,-13.8,19.9,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2,85.6,1581,-15.1,-31.3,16.4,1.3,,,,,,,,16.1,82.1,2454,14.4,-38,14.9,1.2,,,,,,,,,,,,,,,,,,,,,
"Jameson, Drey",686753,2023,25,15,40.2,174,21.3,10.3,0.253,0.505,0.33,0.357,5.9,1.7,47.5,30,46,46.6,32.2,17.8,3.4,R,674,27.2,97,2235,-6.7,-13.6,17.1,1.3,26.1,85.4,2526,8.8,-37.6,9.4,1.6,13.2,89.1,1868,-15,-33.1,15.3,1.7,3.7,80.8,2587,15.1,-46.3,15.9,1.4,29.8,95,2120,-16,-24.7,17.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sheehan, Emmet",686218,2023,23,13,60.1,248,25.8,10.5,0.186,0.38,0.307,0.29,9.6,1.9,42,29.4,51.5,33.1,38.2,20.4,8.3,R,1031,60,95.4,2290,-11.1,-14.4,19.3,1.4,18.9,87.1,2197,2.5,-31.7,5.4,1.4,17.2,82.9,2014,-16.9,-35.5,17.5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,79.3,2459,17.1,-45,17.3,1.5,,,,,,,,,,,,,,,,,,,,,
"Suter, Brent",608718,2023,33,57,69.1,292,18.8,8.6,0.23,0.316,0.294,0.279,3.3,11.5,26.3,22,44.3,46.9,23.9,19.6,9.6,L,1129,30.6,86,2205,-3.9,-25.1,12.4,1.7,10.8,76.7,2248,-5.4,-50.1,6.7,2.2,28.3,76.2,1588,8.5,-36.5,13.5,2.3,,,,,,,,30.4,88.1,2148,9.3,-23.3,15,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thompson, Ryan",657044,2023,31,31,30.2,121,17.4,6.6,0.198,0.347,0.264,0.277,3.4,8,34.1,17.8,44.4,62.5,20.5,10.2,6.8,R,444,5.4,91.3,2090,-9.4,-28,10.9,1.3,34.2,78.2,2163,17.2,-38.2,18.9,1.2,0.2,82.6,,-4.9,-34.3,7.6,,,,,,,,,60.1,90.4,2028,-14.3,-40.6,16,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wacha, Michael",608379,2023,31,24,134.1,553,22.4,7.8,0.25,0.421,0.291,0.318,8.1,2.9,35.5,24.6,47.9,35.2,31.3,24.8,8.6,R,2221,28.8,92,2050,-7.3,-13.8,20.1,1.6,,,,,,,,34.5,81.6,1522,-14,-31.9,17.8,1.5,11,74,2150,12,-62.7,17.1,1.5,13.3,91.9,1897,-14.3,-17.4,20.9,1.5,12.4,86.9,2036,0.7,-25.1,11.2,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Curtiss, John",595928,2023,30,15,19.2,81,19.8,9.9,0.198,0.366,0.304,0.279,5.3,1.8,43.9,24.1,45.5,40.4,36.8,15.8,7,R,301,55.8,93.6,2269,-8.3,-14.4,18.9,1.4,42.5,86.4,2599,3.4,-35.3,4.1,1.7,1.7,87,1698,-8.1,-30.5,10.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mantiply, Joe",573009,2023,32,35,39,157,17.8,5.7,0.249,0.425,0.292,0.306,5,5.8,35.8,23.2,49.7,54.2,25,17.5,3.3,L,571,7.2,90,2267,13.5,-23.7,17,1.3,,,,,,,,24.2,81.9,1698,15.4,-44.5,16,1.3,27.8,80.3,2451,-8.2,-45.3,9.1,1.3,40.8,89.5,2166,17.7,-32.4,17.9,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Underwood Jr., Duane",621249,2023,28,20,24.1,100,14,11,0.313,0.503,0.347,0.386,2.7,2.7,38.7,20.1,47.2,44,26.7,26.7,2.7,R,337,3.6,93.6,2113,-5.5,-17.2,15.1,1.3,,,,,,,,25.8,88.7,1644,-14.9,-27.8,16.8,1.2,20.5,83.2,2309,6.9,-47.4,10.7,1.7,25.8,93.6,2015,-14.4,-21,17.8,1.3,24.3,92.5,2060,-0.4,-20.9,11.3,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clevinger, Mike",605182,2023,32,24,131.1,549,20,7.3,0.239,0.403,0.312,0.312,6.9,4.9,35.9,23.2,49.1,31.3,33.8,23.3,11.5,R,2100,47.9,94.3,2267,-7.3,-13.4,19,1.4,27.1,79.4,2353,15.2,-46.3,15.6,1.8,12.8,86.1,1528,-13.9,-27.8,16.7,1.8,1.6,76,2209,7.7,-63.8,17.9,1.9,2.4,93.1,2131,-13.9,-17.3,20,1.6,8.2,84.9,2393,4.5,-36.5,5.5,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iglesias, Raisel",628452,2023,33,58,55.2,231,29.4,6.5,0.225,0.372,0.285,0.276,8.1,1.4,37.8,32.7,53.4,43.2,27.7,23,6.1,R,870,32,95,2301,-7.9,-15.3,17,1.3,15.4,84.6,2681,8.9,-33.2,10.6,1.7,35.3,89.4,1931,-15.1,-29.9,16,1.3,,,,,,,,17.4,95,2321,-16,-21.1,18.6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chavez, Jesse",445926,2023,39,36,34.2,144,27.1,8.3,0.233,0.342,0.263,0.293,6.7,5.6,33.3,28.3,41.3,52.2,12.2,27.8,7.8,R,580,,,,,,,,,,,,,,,13.6,84.8,1761,-15.9,-36,16.2,1.4,5.7,75.9,2590,16,-54.9,17.7,1.2,29.8,90.9,2027,-16.6,-25.7,18.3,1.2,50.9,88.5,2277,-0.8,-22.3,12.6,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McGough, Scott",543518,2023,33,63,70.1,301,28.6,10,0.238,0.409,0.318,0.317,6.6,2.7,48.6,31.8,47.7,49.2,23,22.4,5.5,R,1233,50.7,93.5,2332,-8.6,-13.2,20.2,1,9.2,86.6,2567,5.6,-33.6,6.9,1.4,,,,,,,,,,,,,,,0.4,93.7,2337,-14.8,-15.9,21.4,1.4,,,,,,,,39.7,85.7,1185,-6.1,-30.6,9.2,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Urías, Julio",628711,2023,26,21,117.1,482,24.3,5,0.247,0.439,0.328,0.314,5.1,6,34.5,24.2,49.5,37.5,30,21.9,10.5,L,1849,45.1,92.7,2444,3.9,-14.9,17.4,1.3,,,,,,,,15.7,86.1,1859,14.7,-30.9,16,1.6,,,,,,,,,,,,,,,9.2,87.1,2692,-5.8,-30.4,8.3,1.7,,,,,,,,,,,,,,,,,,,,,,30,79.2,2832,-17.4,-45.7,17.7,1.9,,,,,,,,,,,,,,
"Coulombe, Danny",543056,2023,33,61,51.1,210,27.6,5.7,0.22,0.347,0.269,0.272,5.1,8,30.4,29.3,46.5,45.7,26.8,15.2,12.3,L,830,8.2,91.4,2464,0.5,-17.6,15.1,1.3,,,,,,,,2.3,77,1782,14.2,-34.6,18.7,1.7,10.7,80.1,2717,-4.8,-63.2,20.6,1.4,18.4,91.1,2423,10.2,-20.8,16.2,1.2,42.7,86,2650,-3.7,-33.7,5.6,1.3,,,,,,,,,,,,,,,17.7,82,2454,-11.5,-47.7,13.9,1.3,,,,,,,,,,,,,,,,,,,,,
"Armstrong, Shawn",542888,2023,32,39,52,207,26.1,5.3,0.207,0.306,0.233,0.253,8,2.2,33.3,26.3,53.8,39.1,25.4,25.4,10.1,R,797,20.8,94.5,2382,-6.4,-14,18,1.1,7.4,85.2,2593,11.3,-39.1,11.6,1.2,,,,,,,,,,,,,,,34.1,94.7,2211,-16,-20,19.3,1.2,37.6,91.4,2527,4.6,-22.5,11.3,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shuster, Jared",694363,2023,24,11,52.2,230,13,11.3,0.27,0.446,0.341,0.354,9.8,6.9,38.7,21.6,45.6,35.8,29.5,22.5,12.1,L,864,44.1,91.4,2123,8.2,-17.7,17.2,1.2,32.9,84.9,2200,-2.6,-32.2,6.4,1.7,23,82.2,1513,9.9,-30.2,14.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fujinami, Shintaro",660261,2023,29,64,79,357,23.2,12.6,0.24,0.41,0.332,0.335,8.6,4.5,44.6,30.1,45.4,39.2,27,25.7,8.1,R,1404,56.6,98.4,2014,-11.1,-14.3,18,1.9,1.2,84.6,2059,2,-41.3,4.6,1.5,,,,,,,,0.1,75.7,2152,10,-56.3,13.1,,,,,,,,,16.2,88.3,2041,0.7,-32.9,3.3,1.7,19.9,92.8,1182,-10.3,-28.7,11.4,1.6,,,,,,,,6.1,84.3,2179,11,-35.8,11.8,1.4,,,,,,,,,,,,,,,,,,,,,
"Hader, Josh",623352,2023,29,61,56.1,231,36.8,13,0.157,0.229,0.239,0.238,4.4,6.2,28.3,33.1,50.1,37.2,31.9,20.4,10.6,L,1042,,,,,,,,23.2,85.7,2388,-2,-35.8,3.9,1.4,3.4,88.5,1641,13.5,-25.9,16.6,1.7,,,,,,,,73.4,96.1,2138,7.5,-11,20.3,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hoffman, Jeff",656546,2023,30,54,52.1,208,33.2,9.1,0.188,0.274,0.226,0.247,6.8,4.2,30.5,34.6,51.2,44.9,26.3,17.8,11,R,869,33.8,97.1,2585,-11.9,-12.3,20.8,1.1,47.9,87.8,2784,4.7,-37.2,6.1,1.3,,,,,,,,,,,,,,,0.5,97.3,2605,-17.7,-15.4,22.5,1.5,,,,,,,,17.8,90.5,1640,-15.4,-28,16.6,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manoah, Alek",666201,2023,25,19,87.1,415,19,14.2,0.266,0.465,0.37,0.372,10.1,6.3,44.8,21.8,45.4,38.8,29.1,24.3,7.8,R,1689,29,92.8,2347,-6.1,-15.7,17.4,1.3,30,80.8,2148,12.5,-41.9,13,1.4,12.8,86.3,2055,-16.3,-28.1,18.9,1.3,,,,,,,,28.2,92.6,2225,-14.9,-21.3,18.5,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chirinos, Yonny",630023,2023,29,20,85,367,14.4,7.4,0.302,0.51,0.35,0.375,8.5,2.5,45.6,17.7,48.7,46.3,21.4,27,5.3,R,1342,1.5,93,2147,-9.9,-17.6,17.3,1.3,25.8,88.8,2225,0.8,-27.8,7.5,1.5,,,,,,,,,,,,,,,47.2,92.4,2030,-17.1,-24.9,18.7,1.4,,,,,,,,25.6,85,1319,-6.1,-34.5,7.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clase, Emmanuel",661403,2023,25,75,72.2,302,21.2,5.3,0.234,0.353,0.265,0.271,4.5,5,37.6,27.4,53.4,56.6,19,20.8,3.6,R,1120,0.4,98.5,2540,-5.6,-15.7,13.8,1.5,32,91.1,2586,7.9,-31.4,8.8,1.7,,,,,,,,,,,,,,,,,,,,,,67.6,99.1,2637,3.8,-17.9,10.7,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McHugh, Collin",543521,2023,36,41,58.2,268,17.5,8.2,0.291,0.435,0.335,0.348,2.6,3.1,35.6,25.7,47,45.4,20.1,29.4,5.2,R,1018,3.9,91.3,2301,-9.4,-17.1,18.4,1.3,,,,,,,,0.4,84.8,1638,-13.7,-32.9,15.1,1.5,2,73.2,2713,12.5,-64,17.6,2.2,,,,,,,,45.8,89,2493,0.6,-25,9.4,1.3,,,,,,,,,,,,,,,47.9,79.9,2759,15.9,-43.5,16.2,1.3,,,,,,,,,,,,,,,,,,,,,
"Silseth, Chase",681217,2023,23,16,52.1,221,25.3,11.8,0.233,0.389,0.313,0.318,5.1,6.6,42.3,27.4,44,48.9,24.1,23.4,3.6,R,888,35,95,2402,-6.1,-14.5,17.1,1.4,2.7,85.3,2684,3.4,-41.7,6.1,1.5,,,,,,,,2.4,79.4,2804,6.6,-61,18.5,1.3,14.8,94.3,2335,-13,-21.5,16,1.3,8.4,90.3,2478,2.7,-26.5,8.4,1.8,16.7,87.2,1132,-5.3,-32.8,7.2,1.9,,,,,,,,20,81.6,2777,13.9,-49.5,16.3,1.6,,,,,,,,,,,,,,,,,,,,,
"Ryu, Hyun Jin",547943,2023,36,11,52,224,17,6.3,0.25,0.389,0.323,0.303,4.1,3.5,36.8,21.1,48.1,46.2,23.4,24,6.4,L,830,31.7,88.6,2051,11.4,-22.5,17.1,1.4,,,,,,,,22.8,78.1,1480,13.8,-38.8,15.3,1.4,17.1,68.9,2473,-13.3,-72.6,19.3,2.7,9.5,87.7,1983,16.8,-25.6,19.7,1.4,18.9,85.1,2019,0.4,-29,8.9,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Williamson, Brandon",682227,2023,25,23,117,491,20,7.9,0.262,0.446,0.321,0.334,7.1,3.4,41.2,22.1,46.6,37.8,28.4,25.6,8.2,L,1939,37.1,92.8,2149,9,-15.3,18.9,1.5,0.7,83.4,2466,-4.6,-30.5,10.2,1.5,16.5,84,1738,15.1,-34.3,15.9,1.4,6.3,73.1,2658,-11.8,-65.7,18.5,1.5,,,,,,,,29.9,89.3,2351,-2.6,-26,8.9,1.6,,,,,,,,,,,,,,,9.4,81.6,2525,-14,-38.9,14.7,1.7,,,,,,,,,,,,,,,,,,,,,
"Verlander, Justin",434378,2023,40,27,162.1,669,21.5,6.7,0.229,0.392,0.284,0.295,5.9,2.5,41.3,22.5,49.6,36.2,28.2,23.4,12.2,R,2602,50,94.3,2428,-8,-12.2,20.5,1.3,25.3,86.9,2512,4.4,-32.4,6.5,1.5,4.7,85.2,1824,-15.4,-28.9,18,1.4,20,78.2,2716,7,-58.2,15.1,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cole, Gerrit",543037,2023,32,33,209,821,27,5.8,0.233,0.379,0.256,0.289,5.9,3.7,39.2,26,50.1,40.3,27.4,24.9,7.4,R,3281,53,96.7,2412,-8.4,-12,19.4,1.4,20.8,89.1,2542,4.7,-32.6,5.7,1.5,7.1,89.1,1581,-14.2,-24.4,17.7,1.4,12.1,82.9,2783,10.1,-53.9,17.2,1.5,,,,,,,,7,92.7,2510,2.8,-20.8,11.4,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lange, Alex",656638,2023,27,67,66,288,27.4,15.6,0.206,0.311,0.294,0.305,4.5,4.5,36.3,39.1,41,51,21.7,22.9,4.5,R,1146,5.1,96,2234,-8,-16,16,1.2,,,,,,,,10.2,89.5,1624,-15.4,-31.5,15.8,1.1,58.5,87,2237,-0.6,-39.8,4.3,1.2,26.2,95.8,2180,-15.8,-21.9,17.8,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boxberger, Brad",502202,2023,35,22,20,84,20.2,13.1,0.244,0.418,0.314,0.334,9.1,1.8,41.8,23.5,40.2,43.6,25.5,25.5,5.5,R,338,54.4,91.1,2347,-6.1,-16.2,17.9,1.6,32.5,86.6,2424,5.9,-29.6,9.3,1.9,13,81,1325,-11.8,-37,12.8,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Means, John",607644,2023,30,4,23.2,88,11.4,4.5,0.258,0.475,0.238,0.328,6.8,8.2,37,16.4,52.2,28.8,31.5,26,13.7,L,339,41.9,91.7,2413,7.5,-12.2,22,1.1,15,85.4,2256,-1.8,-27.1,10.8,1.5,33.3,80.9,2133,11.6,-25.4,20.3,1.4,9.4,77.6,2273,-12.6,-51.7,14.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,81.6,2303,-4.3,-42.3,4.4,,,,,,,,,,,,,,,
"McArthur, James",663704,2023,26,18,23.1,90,25.6,2.2,0.228,0.329,0.28,0.268,4.7,4.7,43.8,24.8,47.2,59.4,18.8,17.2,4.7,R,341,1.5,92.7,2271,-9.3,-22.2,13.3,1.4,24.3,86.4,2268,1.7,-37.7,3.1,1.2,,,,,,,,38.7,82.2,2860,15.1,-51.9,18.9,1.1,34.9,94.1,2228,-16.3,-24.8,17.5,1.2,0.6,91.7,2410,-1.3,-22.6,10,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brasier, Ryan",518489,2023,35,59,59.2,239,23.4,8.4,0.231,0.347,0.248,0.292,7.5,3.1,42.5,25.1,51.2,44.4,23.8,23.8,8.1,R,902,36.4,95.7,2293,-7.2,-13.4,18.2,1.3,35.4,85,2487,5.6,-38.4,6.3,1.6,,,,,,,,,,,,,,,14.6,96,2275,-15.2,-18.1,19.2,1.3,13.6,92,2368,3.2,-21.3,11.4,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Faucher, Calvin",676534,2023,27,17,25.2,120,20.8,10,0.294,0.528,0.359,0.384,8.5,3.7,45.1,23,47.3,48.8,22,23.2,6.1,R,514,,,,,,,,,,,,,,,,,,,,,,10.1,84.6,2867,6.6,-52.5,16,1.6,28.8,95,2268,-6.7,-12.8,19.1,1.4,31.5,91.1,2704,4,-28.1,6.8,1.4,,,,,,,,,,,,,,,29.6,87.2,2845,10.8,-36.8,11.3,1.3,,,,,,,,,,,,,,,,,,,,,
"Marte, Yunior",628708,2023,28,40,39.1,182,20.9,9.3,0.259,0.415,0.354,0.328,4.8,4.8,34.1,25,47.4,50,21.4,20.6,7.9,R,700,6.7,98.4,2353,-12.5,-15.8,17.8,1.2,44.1,86.9,2626,4.6,-33.6,5.7,1.5,,,,,,,,,,,,,,,49.1,97.6,2360,-17,-18.7,19.9,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Skubal, Tarik",669373,2023,26,15,80.1,310,32.9,4.5,0.197,0.29,0.238,0.236,6.3,6.3,40.3,31.3,53,51.8,19.4,19.9,8.9,L,1218,36,95.8,2186,7.1,-14,17.4,1.4,20.7,87.6,2075,-2,-30.1,6,1.7,24.4,84.3,1561,12.9,-33.8,14.2,1.6,6.8,76.4,2324,-7.1,-57.9,13.3,1.7,12.2,95.9,2081,14.9,-18.5,18.8,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kennedy, Brett",664028,2023,28,5,18,83,10.8,8.4,0.263,0.405,0.352,0.339,9.4,3.1,35.9,18.5,43.5,40.6,18.8,32.8,7.8,R,310,51.6,92.9,2144,-12.1,-18.5,18,1.4,5.5,83.8,2298,0,-36.9,2.6,1.4,28.1,83.6,1409,-12.1,-32.5,13.9,1.2,,,,,,,,14.8,91.9,1959,-15.5,-24.1,17.6,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Patiño, Luis",672715,2023,23,9,21.2,99,18.2,14.1,0.282,0.445,0.327,0.364,6,4.5,38.8,21.6,42.3,40.3,22.4,28.4,9,R,383,26.9,95,2260,-5.8,-13,18.4,1.2,29.2,86.3,2374,6.7,-34.1,7.6,1.5,10.7,85,1766,-14.7,-28.9,17.3,1.3,1.8,79.8,2282,3.7,-45.2,5.1,1.4,31.3,94.4,2146,-14.9,-20.4,18.2,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"López, Pablo",641154,2023,27,32,194,801,29.2,6,0.216,0.34,0.294,0.269,5.7,5.5,34.8,30.3,51.7,45.4,25.3,22.8,6.7,R,3024,34.5,94.9,2262,-5,-16,15.3,1.1,,,,,,,,21.1,88.4,2067,-16.5,-29.2,17.6,1.3,12.5,82.5,2655,9,-50.6,13.9,1.5,10.6,94.5,2114,-14.2,-22.4,16.5,1.1,,,,,,,,,,,,,,,,,,,,,,21.4,84.4,2495,13.2,-38.7,13.6,1.6,,,,,,,,,,,,,,,,,,,,,
